DIVISION_FN,GRUPO_FN,META,FINALIDAD,UNIDAD_MEDIDA,CANT_META_SEM,AVAN_FISICO_SEM,SEC_FUNC,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA_GASTO,GENERICA,SUBGENERICA,SUBGENERICA_DET,ESPECIFICA,ESPECIFICA_DET,MTO_PIA
51,114,7,235454,43,0,0,44,40,19,9,5,3,1,8,1,2,521
6,8,18,888,248,0,0,21,21,1,99,5,3,1,8,2,1,133
51,114,15,235454,43,0,0,52,13,1,1,5,3,1,8,2,1,1662
51,114,20,235454,43,0,0,57,18,1,99,5,3,2,7,11,99,1027
6,8,4,888,248,0,0,7,30,19,9,5,3,1,8,2,1,97
51,114,24,235454,43,0,0,61,22,1,99,5,3,1,2,1,2,385
51,114,22,235454,43,0,0,59,20,1,99,5,3,1,5,3,2,751
6,8,11,888,248,0,0,14,10,1,99,5,3,1,2,1,2,123
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,7,1,1,44219
6,8,11,888,248,0,0,14,10,1,99,5,3,2,4,7,1,4600
51,114,10,235454,43,0,0,47,60,19,9,5,3,1,5,3,2,6022
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,4,5,1,865
6,8,1,888,60,6,6,4,15,1,1,5,5,4,1,2,1,20559
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,6,3,2,5871
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,9,1,1,533938
6,8,10,888,248,6,6,13,90,19,9,5,3,2,6,3,99,0
6,8,14,888,248,6,6,17,16,1,99,5,3,2,7,11,99,17709
51,114,21,235454,43,9,9,58,19,1,99,5,3,1,6,1,4,0
6,8,3,888,248,6,6,6,20,19,9,5,3,2,2,2,3,121347
6,8,2,888,248,6,6,5,10,19,9,5,3,2,1,2,2,552
6,8,19,888,248,6,6,22,22,1,99,5,3,2,8,1,4,0
6,8,18,888,248,6,6,21,21,1,99,5,3,2,8,1,2,4666
6,8,9,888,248,6,6,12,80,19,9,5,3,2,7,11,99,6095
6,8,13,888,248,6,6,16,13,1,99,5,3,2,1,2,2,6026
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,2,2,3,0
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,8,1,10,0
6,8,19,888,248,6,6,22,22,1,99,5,3,2,1,2,1,200
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,8,1,10,0
6,8,4,888,248,6,6,7,30,19,9,5,3,2,7,11,99,11499
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,5,4,1,248
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,8,1,4,27000
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,7,1,1,10149
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,6,3,2,4403
6,8,8,888,248,6,6,11,60,19,9,5,3,1,5,1,2,3615
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,7,11,99,31377
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,6,3,4,28322
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,6,3,2,2486
6,8,11,888,248,6,6,14,10,1,99,5,3,2,1,2,2,690
6,8,12,888,248,6,6,15,12,1,99,5,3,2,8,1,10,0
6,8,16,888,248,6,6,19,19,1,99,5,3,2,6,2,99,184
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,8,1,1,468000
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,4,2,1,39456
6,8,1,888,60,6,6,4,15,1,1,5,3,2,2,5,1,13130
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,4,2,1,54720
6,8,8,888,248,6,6,11,60,19,9,5,3,2,1,2,99,1878
6,8,16,888,248,6,6,19,19,1,99,5,3,2,4,7,1,2683
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,8,1,2,18664
6,8,3,888,248,6,6,6,20,19,9,5,3,2,2,3,1,1150
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,6,3,4,0
51,114,1,25788,54,1,1,70,21,3,6,6,6,8,1,3,1,0
6,7,1,17,60,6,6,3,15,1,1,5,3,2,8,1,1,928800
6,8,13,888,248,6,6,16,13,1,99,5,3,2,1,2,1,4300
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,13,5,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,4,5,1,40022
4,5,1,220270,60,6,6,2,15,1,1,5,3,2,8,1,4,3600
6,8,23,88314,248,6,6,26,15,1,1,5,3,1,6,1,99,0
6,8,18,888,248,6,6,21,21,1,99,5,3,2,1,2,1,400
6,8,18,888,248,6,6,21,21,1,99,5,3,2,9,1,1,153627
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,7,11,2,0
51,114,25,235454,43,4,4,62,23,1,99,5,3,1,5,1,1,1865
6,8,20,888,248,6,6,23,23,1,99,5,3,2,9,1,1,82793
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,8,1,1,1692000
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,7,11,2,0
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,99,1,99,0
6,8,10,888,248,6,6,13,90,19,9,5,3,2,2,1,2,12440
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,2,1,1,16833
6,8,13,888,248,6,6,16,13,1,99,5,3,2,2,3,1,5251
6,8,9,888,248,6,6,12,80,19,9,5,3,2,8,1,5,0
6,8,20,888,248,6,6,23,23,1,99,5,3,2,2,1,2,470
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,6,3,2,5871
6,8,10,888,248,6,6,13,90,19,9,5,3,2,8,1,5,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,2,3,1,6128
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,2,1,2,33403
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,6,3,3,2340
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,6,3,3,0
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,6,3,99,7604
6,8,12,888,248,6,6,15,12,1,99,5,3,2,2,3,1,1840
6,8,14,888,248,6,6,17,16,1,99,5,3,2,6,1,2,230
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,6,3,4,5553
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,6,1,4,0
6,8,7,888,248,6,6,10,50,69,9,5,3,2,2,1,1,1220
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,7,1,1,2900
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,4,5,1,18630
6,8,21,888,248,6,6,24,25,1,99,5,3,2,7,11,2,1227
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,8,1,2,65324
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,4,7,1,309
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,2,1,1,1220
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,2,1,2,17558
6,8,10,888,248,6,6,13,90,19,9,5,3,2,8,1,1,108000
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,8,1,4,600
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,9,1,1,399160
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,5,3,1,76743
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,5,3,1,24302
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,5,1,2,40284
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,4,7,1,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,7,5,10,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,7,11,99,13952
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,8,1,2,51326
6,8,6,888,248,6,6,9,50,19,9,5,3,2,8,1,4,600
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,7,11,99,1107
6,8,8,888,248,6,6,11,60,19,9,5,3,2,2,3,1,3948
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,2,1,1,7929
6,8,1,888,60,6,6,4,15,1,1,5,3,2,6,2,99,5835
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,2,1,2,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,2,1,2,1750
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,8,1,1,528000
6,8,18,888,248,6,6,21,21,1,99,5,3,2,2,2,1,0
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,4,2,1,202000
6,8,9,888,248,6,6,12,80,19,9,5,3,2,1,2,99,615
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,6,1,4,0
6,8,11,888,248,6,6,14,10,1,99,5,3,2,2,1,1,3659
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,99,1,99,11703
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,8,1,2,48992
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,99,1,99,1236
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,7,10,1,0
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,8,1,5,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,3,1,1,18459
6,8,2,888,248,6,6,5,10,19,9,5,3,2,7,11,99,3419
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,6,3,4,10551
51,114,6,235454,43,36,36,43,30,19,9,5,3,1,5,1,2,57620
6,8,13,888,248,6,6,16,13,1,99,5,3,2,7,11,5,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,99,1,99,0
51,114,3,235453,152,0,0,40,15,1,1,5,3,1,1,1,1,16412
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,5,3,1,83780
6,8,8,888,248,6,6,11,60,19,9,5,3,2,5,1,1,32400
6,8,19,888,248,6,6,22,22,1,99,5,3,2,2,3,1,920
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,8,1,2,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,6,3,99,30164
6,8,1,888,60,6,6,4,15,1,1,5,3,2,1,2,1,20800
6,8,14,888,248,6,6,17,16,1,99,5,3,2,6,3,99,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,2,1,1,1220
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,14,5,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,6,3,3,6480
6,8,17,888,248,6,6,20,20,1,99,5,3,1,5,3,1,1145
51,114,16,235454,43,1,1,53,14,1,99,5,3,1,5,3,1,1505
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,2,2,3,0
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,7,5,8,0
6,8,9,888,248,6,6,12,80,19,9,5,3,2,6,3,99,0
6,8,1,888,60,6,6,4,15,1,1,5,3,1,5,3,1,219
6,8,2,888,248,6,6,5,10,19,9,5,3,2,1,2,1,267
6,8,3,888,248,6,6,6,20,19,9,5,3,2,8,1,2,2333
51,114,10,235454,43,20,20,47,60,19,9,5,3,1,2,1,1,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,2,1,1,0
6,8,12,888,248,6,6,15,12,1,99,5,3,2,2,2,1,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,6,1,4,0
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,8,1,99,73
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,5,3,1,6019
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,5,3,1,64479
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,9,1,1,698695
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,6,1,1,0
6,8,17,888,248,0,0,20,20,1,99,6,6,3,2,3,3,0
6,8,15,888,248,0,0,18,17,1,99,5,3,2,2,1,2,440
6,8,12,888,248,0,0,15,12,1,99,5,3,2,4,7,1,843
51,114,25,235454,43,0,0,62,23,1,99,5,3,1,8,2,1,604
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,2,1,2,25306
51,114,11,235454,43,0,0,48,80,19,9,5,3,1,5,4,1,36007
6,8,17,888,248,0,0,20,20,1,99,5,3,2,4,7,1,115
51,114,17,235454,43,0,0,54,15,3,3,5,3,1,8,2,1,151
51,114,2,235453,1,0,0,39,16,3,99,5,3,2,1,2,1,15000
6,8,17,888,248,0,0,20,20,1,99,5,3,2,6,2,99,161
51,114,22,235454,43,0,0,59,20,1,99,5,3,2,7,11,99,5474
51,114,18,235454,43,0,0,55,16,1,99,5,3,2,2,2,1,25108
6,11,1,53571,60,0,0,28,15,1,1,5,3,2,2,5,1,10941
6,8,19,888,248,0,0,22,22,1,99,5,3,2,4,7,1,4600
51,114,9,235454,43,0,0,46,50,60,1,5,3,1,5,3,2,3078
51,114,7,367087,96,0,0,35,16,8,2,6,5,2,2,1,99,180000
6,8,2,888,248,0,0,5,10,19,9,5,3,2,4,7,1,1533
51,114,10,235454,43,0,0,47,60,19,9,5,3,1,5,4,1,7202
51,114,5,235454,43,0,0,42,20,19,9,5,3,1,8,2,1,2871
51,114,4,235454,43,0,0,41,10,19,9,5,3,2,2,2,2,540
6,8,17,888,248,0,0,20,20,1,99,5,3,1,8,2,1,308
6,8,15,888,248,0,0,18,17,1,99,5,3,2,2,2,2,1196
51,114,26,235454,43,0,0,63,25,1,99,5,3,2,7,11,99,5158
51,114,26,235454,43,0,0,63,25,1,99,5,3,2,6,3,3,29702
51,114,26,235454,43,0,0,63,25,1,99,5,3,1,5,4,1,6622
51,114,26,235454,43,0,0,63,25,1,99,5,3,1,5,3,1,14236
51,114,24,235454,43,0,0,61,22,1,99,5,3,1,8,1,99,102
51,114,22,235454,43,0,0,59,20,1,99,5,3,1,8,1,2,133
51,114,18,235454,43,0,0,55,16,1,99,5,3,1,2,1,2,16622
51,114,13,235454,43,0,0,50,10,1,1,5,3,1,8,2,1,5893
51,114,19,235454,43,0,0,56,17,1,99,5,3,1,7,1,1,1450
6,8,9,888,248,0,0,12,80,19,9,5,3,2,2,2,2,1496
51,114,25,235454,43,0,0,62,23,1,99,5,3,1,5,3,2,1661
51,114,18,235454,43,0,0,55,16,1,99,5,3,1,8,2,1,5439
51,114,15,235454,43,0,0,52,13,1,1,5,3,1,3,1,2,599
51,114,11,235454,43,0,0,48,80,19,9,5,3,1,2,1,2,156779
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,8,1,1,624000
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,8,1,10,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,8,1,1,0
6,8,4,888,248,6,6,7,30,19,9,5,3,1,1,1,1,1840
6,8,8,888,248,6,6,11,60,19,9,5,3,2,2,2,3,121346
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,3,1,1,30462
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,8,1,2,38407
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,3,1,2,855
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,7,1,1,1450
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,8,1,1,504000
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,1,2,2,148647
6,8,1,888,60,6,6,4,15,1,1,5,3,2,6,1,2,4377
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,4,5,1,10222
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,8,1,5,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,4,5,1,6671
6,8,19,888,248,6,6,22,22,1,99,5,3,2,8,1,1,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,2,2,3,20306
6,8,18,888,248,6,6,21,21,1,99,5,3,2,1,2,99,368
6,8,9,888,248,6,6,12,80,19,9,5,3,1,2,1,1,0
6,8,18,888,248,6,6,21,21,1,99,5,3,1,2,1,1,0
6,8,19,888,248,6,6,22,22,1,99,5,3,1,1,1,1,920
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,4,7,1,133
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,5,8,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,2,1,1,0
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,8,1,1,336000
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,6,3,2,10437
6,8,16,888,248,6,6,19,19,1,99,5,3,2,7,11,99,7191
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,8,1,5,0
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,8,1,10,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,9,1,1,12101
51,114,16,235454,43,1,1,53,14,1,99,5,3,1,6,1,4,0
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,1,2,2,5602
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,7,11,2,0
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,4,5,1,4645
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,5,3,1,77471
6,8,17,888,248,6,6,20,20,1,99,5,3,2,1,2,2,4293
6,8,13,888,248,6,6,16,13,1,99,5,3,2,8,1,2,0
6,8,15,888,248,6,6,18,17,1,99,5,3,2,7,11,2,9582
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,8,1,4,19800
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,6,1,4,0
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,6,3,3,1620
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,3,1,1,41519
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,3,1,3,43569
51,114,11,390720,96,0,0,66,10,6,4,6,5,2,2,1,99,0
6,8,18,888,248,6,6,21,21,1,99,5,3,2,8,1,1,168000
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,8,1,1,108000
6,8,7,888,248,6,6,10,50,69,9,5,3,2,8,1,2,0
6,8,9,888,248,6,6,12,80,19,9,5,3,2,7,11,5,0
6,8,6,888,248,6,6,9,50,19,9,5,3,1,99,1,99,6927
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,1,2,1,3907
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,4,2,1,29000
6,8,11,888,248,6,6,14,10,1,99,5,3,1,5,3,1,2219
51,114,21,235454,43,9,9,58,19,1,99,5,3,1,5,1,2,13945
6,8,12,888,248,6,6,15,12,1,99,5,3,2,8,1,4,600
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,8,1,2,11665
6,8,15,888,248,6,6,18,17,1,99,5,3,2,1,2,1,200
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,7,11,5,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,4,2,1,101000
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,5,1,2,15494
6,8,10,888,248,6,6,13,90,19,9,5,3,1,5,3,1,3931
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,5,1,2,29439
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,9,1,1,24203
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,6,1,4,0
6,8,2,888,248,6,6,5,10,19,9,5,3,2,2,2,1,0
6,8,17,888,248,6,6,20,20,1,99,5,3,2,7,11,99,15409
6,8,4,888,248,6,6,7,30,19,9,5,3,2,7,11,2,2300
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,6,3,4,555
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,6,3,4,21658
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,7,11,2,0
6,8,9,888,248,6,6,12,80,19,9,5,3,2,7,13,98,0
6,7,1,17,60,6,6,3,15,1,1,5,3,2,8,1,4,4200
6,8,17,888,248,6,6,20,20,1,99,5,3,2,2,2,3,121346
6,8,12,888,248,6,6,15,12,1,99,5,3,2,8,1,5,0
51,114,19,417965,96,0,0,80,16,5,10,6,5,2,2,1,99,0
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,7,11,99,329
51,114,23,235454,43,61,61,60,21,1,99,5,3,1,3,1,1,127882
6,8,2,888,248,6,6,5,10,19,9,5,3,2,2,2,3,121347
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,8,1,1,36000
6,8,20,888,248,6,6,23,23,1,99,5,3,2,7,11,99,3170
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,6,3,3,360
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,4,5,1,47525
16,35,1,160798,86,11500,12429,1,15,1,1,5,3,2,7,11,5,43000
6,8,1,888,60,6,6,4,15,1,1,5,3,1,6,1,2,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,2,1,1,175649
6,8,9,888,248,6,6,12,80,19,9,5,3,2,6,2,99,54
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,8,1,10,0
6,8,20,888,248,6,6,23,23,1,99,5,3,2,2,2,1,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,1,2,1,300
6,8,19,888,248,6,6,22,22,1,99,5,3,1,2,1,1,0
6,8,12,888,248,6,6,15,12,1,99,5,3,2,7,11,2,18552
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,8,1,1,2124000
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,7,11,2,0
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,9,1,1,1034836
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,2,1,1,164171
6,8,11,888,248,6,6,14,10,1,99,5,3,2,6,3,99,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,2,1,1,106999
51,114,4,235454,43,16,16,41,10,19,9,6,6,3,2,9,3,0
6,8,8,888,248,6,6,11,60,19,9,5,3,2,8,1,4,600
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,7,1,1,12323
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,5,1,2,79019
6,8,1,888,60,6,6,4,15,1,1,5,3,1,3,1,1,8100
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,8,1,2,104985
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,9,1,1,284385
6,8,5,888,248,6,6,8,40,19,9,5,3,1,5,3,1,1356
6,8,5,888,248,6,6,8,40,19,9,5,3,2,8,1,1,108000
6,8,7,888,248,6,6,10,50,69,9,5,3,2,8,1,1,0
6,8,17,888,248,6,6,20,20,1,99,5,3,2,8,1,4,600
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,2,1,1,52817
6,8,16,888,248,6,6,19,19,1,99,5,3,1,5,1,2,1791
6,8,8,888,248,6,6,11,60,19,9,5,3,2,8,1,1,108000
6,8,4,888,248,6,6,7,30,19,9,5,3,2,2,2,1,0
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,8,1,4,9900
6,8,9,888,248,6,6,12,80,19,9,5,3,1,99,1,99,5874
6,8,12,888,248,6,6,15,12,1,99,5,3,1,5,1,2,5036
6,8,13,888,248,6,6,16,13,1,99,5,3,2,6,3,99,4714
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,4,5,1,23580
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,8,1,10,0
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,6,3,4,11107
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,4,2,1,345300
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,7,11,99,46194
6,8,4,888,248,6,6,7,30,19,9,5,3,2,8,1,4,1200
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,8,1,5,0
51,114,16,235454,43,1,1,53,14,1,99,5,3,1,7,1,1,725
51,114,21,235454,43,9,9,58,19,1,99,5,3,1,7,1,1,6524
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,6,3,99,4338
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,7,11,2,0
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,8,1,5,0
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,8,1,10,0
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,6,3,3,2580
6,8,13,888,248,6,6,16,13,1,99,5,3,2,7,11,2,7207
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,6,3,99,13903
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,8,1,2,30329
6,7,1,17,60,6,6,3,15,1,1,5,3,2,9,1,1,172568
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,3,1,3,1860
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,1,8,1,99,0
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,9,1,1,497468
6,8,5,888,248,6,6,8,40,19,9,5,3,2,2,1,1,732
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,99,1,99,751
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,2,2,3,0
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,6,1,4,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,3,1,3,684
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,7,5,10,4400
6,8,21,888,248,6,6,24,25,1,99,5,3,1,5,3,1,1491
51,114,19,235454,43,0,0,56,17,1,99,5,3,1,3,1,2,0
6,8,1,888,60,0,0,4,15,1,1,5,5,5,1,3,2,0
6,8,12,888,248,0,0,15,12,1,99,5,3,1,5,4,1,0
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,2,1,1,0
51,114,17,235454,43,0,0,54,15,3,3,5,3,2,2,2,3,0
51,114,5,235454,43,0,0,42,20,19,9,5,3,1,5,3,2,2269
6,8,12,888,248,0,0,15,12,1,99,5,5,4,3,2,1,1850
51,114,27,235455,60,0,0,64,15,1,1,5,3,2,7,11,6,21882
51,114,18,235454,43,0,0,55,16,1,99,5,3,1,7,1,1,26097
51,114,16,235454,43,0,0,53,14,1,99,5,3,1,3,1,2,60
51,114,11,235454,43,0,0,48,80,19,9,5,3,1,5,3,2,12480
51,114,9,235454,43,0,0,46,50,60,1,5,3,1,2,1,2,8452
51,114,24,235454,43,0,0,61,22,1,99,5,3,1,8,1,2,80
51,114,10,235454,43,0,0,47,60,19,9,5,3,1,3,1,2,1497
6,8,13,888,248,0,0,16,13,1,99,5,3,2,6,3,4,860
6,8,13,888,248,0,0,16,13,1,99,5,3,2,6,2,99,115
51,114,4,235454,43,0,0,41,10,19,9,5,3,2,2,2,1,10280
51,114,5,367092,96,0,0,33,16,6,3,6,5,2,2,1,99,178000
51,114,3,367097,96,0,0,31,10,9,2,6,5,2,2,1,99,16672
51,114,15,235454,43,0,0,52,13,1,1,5,3,1,5,3,2,2299
51,114,13,235454,43,0,0,50,10,1,1,5,3,1,5,4,1,22323
51,114,9,235454,43,0,0,46,50,60,1,5,3,1,8,2,1,2871
51,114,16,235454,43,0,0,53,14,1,99,5,3,2,6,3,3,180
51,114,12,235454,43,0,0,49,90,19,9,5,3,1,8,2,1,7706
6,8,7,888,248,0,0,10,50,69,9,5,3,2,2,2,2,1496
51,114,11,235454,43,0,0,48,80,19,9,5,3,2,2,2,1,61804
51,114,4,235454,43,0,0,41,10,19,9,5,3,1,8,1,2,143
6,8,11,888,248,0,0,14,10,1,99,5,3,2,1,2,99,690
51,114,20,235454,43,0,0,57,18,1,99,5,3,1,5,3,2,495
51,114,19,235454,43,0,0,56,17,1,99,5,3,2,4,7,1,938
51,114,12,235454,43,0,0,49,90,19,9,5,3,1,8,1,2,224
51,114,14,395686,96,0,0,72,16,6,5,6,5,2,2,1,99,0
51,114,11,235454,43,63,63,48,80,19,9,5,3,1,2,1,1,0
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,2,1,1,45498
6,8,14,888,248,6,6,17,16,1,99,5,3,2,2,1,2,1400
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,6,1,1,0
6,8,2,888,248,6,6,5,10,19,9,5,3,2,8,1,1,96000
6,8,7,888,248,6,6,10,50,69,9,5,3,2,7,11,2,1917
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,6,1,4,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,2,1,1,148017
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,5,4,1,174
6,8,21,888,248,6,6,24,25,1,99,5,3,2,8,1,2,0
